"DESCRIPTION_RPA"|"CODE_RPA"
"SAUF POMPIERS"|"SLR-PR-56"
"RECULEZ"|"SLR-PR-57"
"Passage pour piétons (sur la gauche et sur la droite)"|"SLR-PR-58"
"Passage pour enfants près d'un terrain de jeux (sur la gauche et sur la droite)"|"SLR-PR-60"
"Passage pour enfants près d'un terrain de jeux (Attention à nos enfants)"|"SLR-PR-61"
"Passage pour écoliers (centré)"|"SLR-PR-62"
"Voies réservées (autobus et taxi)"|"SLR-PR-68"
"FEU PRIORITAIRE BUS"|"SLR-PR-69"
"Zone école-Limite 30-Rappel"|"SLR-PR-72"
"Direction des voies (lumineux)"|"SLR-PR-73"
"FLÈCHE PRIORITAIRE NON OPÉRATIONNELLE DE 15H00 À 19H00"|"SLR-PR-80"
"Arrêt ou Stop (carrefour, 1 direction)"|"SLR-RA-HDC"
"HEURES VARIABLES 2 FOIS PAR JOUR LUNDI À VENDREDI (07-09-16-18)"|"SLR-RH-T-2"
"Heures variables Lundi à vendredi (15h à 18h)"|"SLR-RH-T-41"
"Heures variables Lundi à vendredi (6h à 9h)"|"SLR-RH-T-I-E"
"Balise de borne"|"SLR-SG-006"
"NON EXISTANT - VARIABLE INCOMPLET"|"SLR-SG-021"
"SIGNALE AVANCÉ ARRÊT (75m)"|"SLR-SG-031-050"
"EXCLUSIF DÉBUT (REMORQUAGE)"|"SLR-SG-040"
"4141 (TÉLÉPHONE REMORQUAGE EXCLUSIF)"|"SLR-SG-041"
"PANNEAU NON-IDENTIFIABLE"|"SLR-SG-1000"
"NON EXISTANT - VARIABLE INCOMPLET"|"SLR-SG-118"
"AIRE D'ATTENTE"|"SLR-SG-121"
"FIN VOIE DE LA VOIE DROITE"|"SLR-SG-126"
"NON EXISTANT"|"SLR-SG-130"
"EXCEPTÉ AUTOBUS ET VÉHICULES AUTORISÉS"|"SLR-SG-154"
"NON EXISTANT"|"SLR-SG-156"
"SORTIE À DROITE (NUMÉROTÉE) (8)"|"SLR-SG-160-D-8"
"SOYEZ VISIBLE"|"SLR-SG-170"
"EXCLUSIF (REMORQUAGE)"|"SLR-SG-175"
"OBSTACLE"|"SLR-SG-176"
"SIGNAL AVANCÉ DE DIRECTION DES VOIES ET INETRSECTION (COURBE DROITE)"|"SLR-SG-177"
"FIN DE PISTE CYCLABLE"|"SLR-SG-178"
"PANONCEAU DE DISTANCE VALABLE DU LUNDI AU VENDREDI, DE 15H30 À 18H30 (050m)"|"SLR-SG-179-050"
"PANONCEAU DE DISTANCE VALABLE DU LUNDI AU VENDREDI, DE 15H30 À 18H30 (190m)"|"SLR-SG-179-190"
"NON EXISTANT"|"SLR-ST-0"
"REMORQUAGE"|"SLR-ST-01"
"REMORQUAGE À VOS FRAIS"|"SLR-ST-02"
"EXCEPTÉ VÉHICULES AUTORISÉS"|"SLR-ST-03"
"EXCEPTÉ VÉHICULES COMMUNAUTO"|"SLR-ST-04"
"RÉSERVÉ MESSAGER"|"SLR-ST-05"
"ZONE DE LIVRAISON"|"SLR-ST-06"
"DÉBARCADÈRE SEULEMENT"|"SLR-ST-07"
"5 MÈTRES"|"SLR-ST-08"
"15 MÈTRES"|"SLR-ST-09"
"50 MÈTRES"|"SLR-ST-10"
"13H À 17H MAR JEU"|"SLR-ST-100"
"13H À 17H MAR JEU 15 AVR - 15 NOV"|"SLR-ST-101"
"15H À 17H MAR JEU"|"SLR-ST-102"
"18H À 24H MAR JEU"|"SLR-ST-103"
"MAR JEU SAM"|"SLR-ST-104"
"8H À 12H MAR JEU 13H À 17H LUN MER VEN"|"SLR-ST-105"
"8H À 12H MAR JEU 13H À 18H LUN MER VEN"|"SLR-ST-106"
"MAR JEU 8H À 12H LUN MER VEN 14H À 17H"|"SLR-ST-107"
"8H À 17H MAR JEU SAM DIM"|"SLR-ST-108"
"8H À 18H MAR JEU SAM"|"SLR-ST-109"
"6 PIEDS DE CHAQUE CÔTÉ DU TROTTOIR"|"SLR-ST-11"
"17H MAR À 17H MER - 17H JEU À 17H VEN - 17H SAM À 17H LUN"|"SLR-ST-111"
"18H MAR À 18H MER - 18H JEU À 18H VEN - 18H SAM À 18H LUN"|"SLR-ST-112"
"10 MIN"|"SLR-ST-113"
"10 MIN DÉBARCADÈRE"|"SLR-ST-114"
"10 MIN (pour famille)"|"SLR-ST-115"
"10 MIN - JOURS DE CLASSE"|"SLR-ST-116"
"10 MIN 7H À 17H JOURS DE CLASSE"|"SLR-ST-117"
"10 MIN 7H À 18H LUN À VEN"|"SLR-ST-118"
"DÉBARCADÈRE DE COURTE DURÉE RÉSERVÉ AUX FAMILLES AVEC JEUNES ENFANTS"|"SLR-ST-119"
"15 MIN JOURS DE CLASSE"|"SLR-ST-120"
"15 MIN EXCEPTÉ LIVRAISON"|"SLR-ST-121"
"15 MIN LUN À VEN"|"SLR-ST-122"
"15 MIN - LUN au VEN - JOURS DE CLASSE"|"SLR-ST-123"
"15 MIN 7H À 9H 15H À 18H JOURS DE CLASSE"|"SLR-ST-124"
"15 MIN 8H À 16H JOURS DE CLASSE"|"SLR-ST-126"
"15 MIN 8H À 17H JOURS DE CLASSE DÉBARCADÈRE"|"SLR-ST-127"
"30 MIN"|"SLR-ST-128"
"VISITEURS 30 MIN MAX"|"SLR-ST-129"
"SABBAT ET JOURS DE FÊTE"|"SLR-ST-13"
"30 MIN 8H À 22H"|"SLR-ST-131"
"30 MIN 8H À 18H LUN AU VEN"|"SLR-ST-132"
"30 MIN 8H À 18H LUN MER VEN"|"SLR-ST-133"
"30 MIN 9H À 16H LUN À VEN"|"SLR-ST-134"
"30 MIN - MAR MER VEN - 9H À 16H30 - LUN JEU - 12H À 16H30"|"SLR-ST-135"
"60 MIN - VISITEUR - SEULEMENT"|"SLR-ST-136"
"60 MIN 7H À 18H - LUN À VEN"|"SLR-ST-137"
"60 MIN 7H À 18H MAR JEU SAM"|"SLR-ST-138"
"60 MIN - 8H À 18H - LUN MER VEN"|"SLR-ST-139"
"EXCEPTÉ DIMANCHE ET JOURS DE FÊTE"|"SLR-ST-14"
"60 MIN - 8H À 18H - MAR JEU"|"SLR-ST-140"
"60 MIN - 9H À 16H"|"SLR-ST-141"
"90 MIN"|"SLR-ST-142"
"120 MIN RÉSERVÉ AUX USAGERS DE LA BIBLIOTHÈQUE"|"SLR-ST-143"
"120 MIN LUN MER VEN"|"SLR-ST-144"
"120 MIN 8H À 17H LUN MER VEN"|"SLR-ST-145"
"LUN AU VEN 120 MIN 9H À 16H"|"SLR-ST-146"
"120 MIN MAR JEU"|"SLR-ST-147"
"120 MIN 8H À 17H MAR JEU"|"SLR-ST-148"
"PERMISSION DE STATIONNER"|"SLR-ST-149"
"15 JUIN AU 1ER SEPT."|"SLR-ST-15"
"RÉSERVÉ INCENDIE"|"SLR-ST-150"
"POUR LES EMPLOYÉS SEULEMENT"|"SLR-ST-151"
"RÉSERVÉ BILBIOTHÈQUE"|"SLR-ST-152"
"ESPACE RÉSERVÉE NAVETTE CAPREIT"|"SLR-ST-153"
"7H À 13H DIMANCHE"|"SLR-ST-154"
"8H À 18H LUN MER VEN"|"SLR-ST-155"
"11H À 14H LUN AU VEN"|"SLR-ST-156"
"8H À 18H MAR JEU"|"SLR-ST-157"
"12H À 15H VENDREDI"|"SLR-ST-158"
"8H À 18H SAM DIM - MAI-JUIN"|"SLR-ST-159"
"RÉSERVÉ AUTOBUS 15 JUIN au 1er SEPT."|"SLR-ST-16"
"HANDICAPÉS - DÉBARCADÈRE (Bleu)"|"SLR-ST-160"
"60 MIN"|"SLR-ST-161"
"23H00 À 7H00 EXCEPTÉ VÉHICULES AUTORISÉS"|"SLR-ST-162"
"LUN MER VEN"|"SLR-ST-163"
"8H À 16H MARDI MERCREDI"|"SLR-ST-164"
"MAR JEU SAM"|"SLR-ST-165"
"ESPACE RÉSERVÉ MER DIM"|"SLR-ST-166"
"HANDICAPÉS - 120 MIN"|"SLR-ST-167"
"15NOV - 15AVRIL"|"SLR-ST-17"
"ESPACE RÉSERVÉ 7H À 8H 15H30 À 16H30"|"SLR-ST-170"
"120 MIN 7H00-21H00 - LUN À VEN (VIGNETTE)"|"SLR-ST-171"
"120 MIN - LUN 17H À MAR 17H - MER 17H À JEU 17H - VEN 17H À SAM 17H"|"SLR-ST-172"
"120 MIN - LUN 18H À MAR 18H - MER 18H À JEU 18H - VEN 18H À SAM 18H"|"SLR-ST-173"
"120 MIN - MAR 17H À MER 17H - JEU 17H À VEN 17H - SAM 17H À LUN 17H"|"SLR-ST-174"
"120 MIN - MAR 18H À MER 18H - JEU 18H À VEN 18H - SAM 18H À LUN 18H"|"SLR-ST-175"
"ZONE D'ATTENTE POUR AUTOBUS DE LA STCUM SEULEMENT"|"SLR-ST-176"
"ARRÊT - D'AUTOBUS"|"SLR-ST-177"
"ARRÊT D'AUTOBUS de 00H00 À 05H00"|"SLR-ST-178"
"EXCEPTÉ AUTOBUS SCOLAIRE"|"SLR-ST-179"
"EN TOUT TEMPS EXCEPTÉ MARDI DE 9H À 15H"|"SLR-ST-18"
"SAUF AUTOBUS SCOLAIRES JOURS DE CLASSE"|"SLR-ST-180"
"SAUF AUTOBUS JOURS DE CLASSE"|"SLR-ST-181"
"7H00 À 9H00 13H00 À 16H00 JOURS DE CLASSE SAUF AUTOBUS"|"SLR-ST-182"
"7H00 À 9H00 - 14H00 À 16H00 - SAUF AUTOBUS JOURS DE CLASSE"|"SLR-ST-183"
"7H00 À 9H00 - 14H00 À 16H00 - JOURS DE CLASSE"|"SLR-ST-184"
"7H30 À 16H30 - JOURS DE CLASSE"|"SLR-ST-185"
"JOURS DE CLASSE"|"SLR-ST-186"
"7H00 À 9H00 - 15H00 À 18H00 - LUN À VEN"|"SLR-ST-188"
"7H00 À 9H00 - 16H00 À 19H00 - LUN À VEN"|"SLR-ST-189"
"22H à 8H"|"SLR-ST-19"
"8H00 À 9H00 - 14H00 À 17H00 - LUN AU VEN"|"SLR-ST-190"
"15H00 À 18H00 - LUN À VEN"|"SLR-ST-191"
"16H À 19H - LUN À VEN"|"SLR-ST-192"
"ARRÊT D'AUTOBUS LUNDI À VENDREDI"|"SLR-ST-193"
"ARRÊT D'AUTOBUS 5H30 À 9H - 14H30 À 18H - LUNDI À VENDREDI"|"SLR-ST-194"
"ARRÊT D'AUTOBUS 5H30 À 9H30 - 14H30 À 18H30 - LUNDI À VENDREDI"|"SLR-ST-195"
"ARRÊT D'AUTOBUS 5H30 À 9H30 - 14H45 À 18H30 - LUNDI À VENDREDI"|"SLR-ST-196"
"ARRÊT D'AUTOBUS 05H30 À 10H00 LUNDI À VENDREDI"|"SLR-ST-197"
"POSTE D'ATTENTE AUTOBUS 6H À 9H30 LUNDI À VENDREDI"|"SLR-ST-198"
"ARRÊT D'AUTOBUS 7H30 À 8H30 - 14H30 À 16H LUNDI À VENDREDI"|"SLR-ST-199"
"EXCEPTÉ AUTOBUS SCOLAIRE"|"SLR-ST-20"
"8H À 19H LUN MER VEN"|"SLR-ST-200"
"8H À 19H MAR JEU"|"SLR-ST-201"
"8h à 17h LUNDI JEUDI 3 Mètres"|"SLR-ST-202"
"\p 08h - 12h lundi  1er mars - 1er déc"|"SLR-ST-204"
"\p 13h - 17h lundi 1er mars - 1er  déc"|"SLR-ST-205"
"\p 08h -12h mardi 1er mars - 1er déc"|"SLR-ST-206"
"\p 13h - 17h mardi 1er mars - 1er déc"|"SLR-ST-207"
"\p 08h - 12h mercredi 1er mars - 1er déc"|"SLR-ST-208"
"\p13h - 17h mercredi 1er mars - 1er déc"|"SLR-ST-209"
"SAUF AUTOBUS SCOLAIRE - JOURS DE CLASSE"|"SLR-ST-21"
"\p 08h - 12h jeudi 1er mars - 1er déc"|"SLR-ST-210"
"\p 13h - 17h jeudi 1er mars - 1er déc"|"SLR-ST-211"
"8H à 17H - JOURS DE CLASSE - SAUF AUTOBUS SCOLAIRE"|"SLR-ST-22"
"7H30 À 18H00 JOURS DE CLASSE"|"SLR-ST-23"
"8H À 17H30 JOURS DE CLASSE"|"SLR-ST-24"
"9H00 à 15H30 JOURS DE CLASSE"|"SLR-ST-25"
"9H À 17H JOURS DE CLASSE"|"SLR-ST-26"
"6H à 12H LUNDI"|"SLR-ST-27"
"7H à 13H LUNDI"|"SLR-ST-28"
"9H à 11H - LUNDI - ENTRETIEN"|"SLR-ST-29"
"9H à 11H - LUNDI - 15 AVR - 15 NOV"|"SLR-ST-30"
"9H À 11H LUNDI 15 AVR - 15 NOV ENTRETIEN"|"SLR-ST-31"
"9H00 à 12H00 LUNDI"|"SLR-ST-32"
"9H à 12H - LUNDI - 15 AVR au 15 NOV"|"SLR-ST-33"
"9H à 12H - LUNDI - 15 AVR au 15 NOV - ENTRETIEN"|"SLR-ST-34"
"7H à 12H MARDI"|"SLR-ST-35"
"7H à 14H MARDI"|"SLR-ST-36"
"8H à 12H MARDI"|"SLR-ST-37"
"8H à 16H30 - MARDI - ENTRETIEN"|"SLR-ST-38"
"9H À 11H MARDI ENTRETIEN"|"SLR-ST-39"
"9H À 11H MARDI 15 AVR - 15 NOV"|"SLR-ST-40"
"9H00 à 12H00 MARDI"|"SLR-ST-41"
"9H À 12H - MARDI - 15 AVR AU 15 NOV"|"SLR-ST-42"
"9H À 12H - MARDI - 15 AVR AU 15 NOV - ENTRETIEN"|"SLR-ST-43"
"9H À 15H MARDI"|"SLR-ST-44"
"13H00 À 14H00 MARDI 15 AVR - 15 NOV"|"SLR-ST-45"
"13H À 15H MARDI 15 MARS - 15 NOVEMBRE - ENTRETIEN"|"SLR-ST-46"
"8H à 12H - MERCREDI"|"SLR-ST-48"
"13H à 15H MERCREDI 15 MRS - 15 NOV. ENTRETIEN"|"SLR-ST-49"
"13H À 17H MERCREDI"|"SLR-ST-51"
"8H À 12H - JEUDI"|"SLR-ST-52"
"12H À 16H JEUDI"|"SLR-ST-53"
"13H À 16H - JEUDI - 15 AVR - 15 NOV"|"SLR-ST-54"
"7H À 15H VENDREDI"|"SLR-ST-55"
"7H À 12H VENDREDI"|"SLR-ST-56"
"8H00 À 9H00 LUN ET MER 15 MARS À 15 NOV - ENTRETIEN"|"SLR-ST-57"
"13H À 14H - LUN ET MER - 15 MARS AU 15 NOV - ENTRETIEN"|"SLR-ST-58"
"7H À 12H LUN ET JEU"|"SLR-ST-59"
"7H À 12H LUN ET JEU (NON CONFORME)"|"SLR-ST-60"
"8H À 17H LUNDI JEUDI 3 MÈTRES"|"SLR-ST-61"
"LUN MER VEN"|"SLR-ST-63"
"8H À 16H30 - LUN MER VEN"|"SLR-ST-65"
"8H À 17H LUN MER VEN 15 NOV - 15 AVR"|"SLR-ST-66"
"8H À 17H - LUN MER VEN"|"SLR-ST-68"
"8H À 17H LUN MER VEN 1er SEPT AU 31 MAI"|"SLR-ST-69"
"8H À 18H LUN MER VEN"|"SLR-ST-70"
"8H À 19H LUN MER VEN"|"SLR-ST-71"
"9H À 12H 14H à 17H LUN MER VEN"|"SLR-ST-74"
"9H À 17H LUN MER VEN 15 NOV AU 15 MARS, 11H À 12H MERCREDI 15 MARS AU 15 NOV"|"SLR-ST-75"
"13H À 17H LUN MER VEN 15 AVR - 15 NOV"|"SLR-ST-76"
"13H À 17H LUN MER VEN   "|"SLR-ST-77"
"18H À 24H LUN MER VEN"|"SLR-ST-78"
"8H À 12H LUN MER VEN 13H À 18H MAR JEU"|"SLR-ST-79"
"LUN 17H À MAR 17H - MER 17H À JEU 17H - VEN 17H À SAM 17H"|"SLR-ST-80"
"LUN 18H À MAR 18H - MER 18H À JEU 18H - VEN 18H À SAM 18H"|"SLR-ST-81"
"LUN MER VEN 8H À 12H - MAR JEU 13H À 17H"|"SLR-ST-82"
"LUN MER VEN DIM"|"SLR-ST-83"
"LUN MER VEN 8H À 12H - MAR JEU 14H À 17H"|"SLR-ST-84"
"8H00 À 9H00 MAR ET JEU 15 MARS AU 15 NOV ENTRETIEN"|"SLR-ST-86"
"8H À 12H MAR JEU"|"SLR-ST-87"
"8H À 16H30 - MAR JEU"|"SLR-ST-88"
"8H À 17H MAR JEU"|"SLR-ST-89"
"8H À 17H MAR JEU 15 AVR - 15 NOV"|"SLR-ST-90"
"8H À 17H MAR JEU 1er SEPT AU 31 MAI"|"SLR-ST-91"
"8H À 18H MAR JEU"|"SLR-ST-93"
"8H À 19H MAR JEU"|"SLR-ST-94"
"9H À 12H MAR JEU"|"SLR-ST-95"
"9H À 12H MAR JEU 15 AVR AU 15 NOV"|"SLR-ST-96"
"9H À 17H MAR JEU 15 NOV AU 15 MARS - 11H À 12H JEUDI 15 MARS AU 15 NOV"|"SLR-ST-98"
"13H À 14H MAR ET JEU 15 MARS AU 15 NOV - ENTRETIEN"|"SLR-ST-99"
"13H À 17H MARDI"|"SLR-St-47"
"PANONCEAU AVEC DE LA TOPONYMIE OU DU TEXTE SPÉCIFIQUE (BLANC) - PHOTO DISPONIBLE"|"SLR-TOPONYME-BLANC"
"PANONCEAU AVEC DE LA TOPONYMIE OU DU TEXTE SPÉCIFIQUE (BLEU) - PHOTO DISPONIBLE"|"SLR-TOPONYME-BLEU"
"PANONCEAU AVEC DE LA TOPONYMIE OU DU TEXTE SPÉCIFIQUE (VERT) - PHOTO DISPONIBLE"|"SLR-TOPONYME-VERT"
"CYCLISTES TRAVERSEZ À PIED"|"SLR-VE-01"
"Voie réservée aux cyclistes sur - (50m)"|"SLR-VE-02"
"Voie réservée aux cyclistes sur - (75m)"|"SLR-VE-03"
"PANONCEAU 50m"|"SLR-WY-Z"
"\P 8h-16h LUN A VEN EXCEPTE LIVRAISON VEHICULES COMMERCIAUX"|"SM-JB"
"VIDEO SURVEILLANCE - SPVM"|"SPVM-CAM"
"\P 9h30-11h LUN A SAM"|"SS-AA"
"\P 07h-19h LUN. AU SAM."|"SS-JA"
"\P 08h-16h LUN. AU SAM."|"SS-JB"
"\P 08h-17h LUN. AU SAM."|"SS-JC"
"\P 08h-19h LUN. AU SAM."|"SS-JD"
"\P 07h30-18h LUN. AU SAM."|"SS-JE"
"\P 09h-16h LUN A SAM"|"SS-JF"
"\P 07h30-19h LUN A SAM"|"SS-JH"
"\P 09h-21h LUN A SAM"|"SS-JL"
"\P 07h-16h LUN A VEN ET 07h-12h SAMEDI"|"SS-JM"
"\P 08h-15h30 LUN A SAM"|"SS-JN"
"\P 09h30-16h LUN. AU SAM."|"SS-JQ"
"\P 09h30-18h LUN. AU SAM."|"SS-JS"
"\P 07h-15h30 LUN A SAM"|"SS-JT"
"\P 07h-18h LUN. AU SAM."|"SS-OC"
"\P 08h-18h LUN. AU SAM."|"SS-OD"
"\P 09h30-15h30 LUN. AU SAM."|"SS-OG"
"\P 06h-07h LUN. MER. VEN. 1 MARS AU 1 DEC."|"ST-AA"
"\P 07h-08h LUN. MER. VEN. 1 AVRIL AU 1 DEC."|"ST-AD-A"
"\P 07h30-08h30 LUN. MER. VEN. 1 MARS AU 1 DEC."|"ST-AE"
"\P 09h30-10h30 LUN. MER. JEU. 1 MARS AU 1 DEC."|"ST-AL"
"\P 09h30-10h30 LUN. MER. JEU. 1 AVRIL AU 1 DEC."|"ST-AL-A"
"\P 07h-09h LUN. MER. VEN. 1 MARS AU 1 DEC."|"ST-AO"
"\P 09h-12h MARDI MERCREDI VENDREDI"|"ST-AQ"
"\P 09h-10h MARDI MERCREDI VENDREDI"|"ST-AS"
"\P 07h-09h MAR. JEU. DIM. 1 AVRIL AU 1 DEC."|"ST-BB-A"
"\P 08h-11h MAR. MER. VEN"|"ST-BD"
"\P 13h-15h30 LUN. MER. JEU."|"ST-DA"
"\P 09h-17h MAR. MER. VEN."|"ST-JA"
"\P 09h30-17h LUN. MER. JEU."|"ST-JB"
"\P 08h-16h LUNDI MERCREDI JEUDI"|"ST-JC"
"\P 09h-18h MAR. MER. VEN. 1 MARS AU 1 DEC."|"ST-JD"
"'\P 09h-18h MAR. MER. VEN."|"ST-JE"
"\P 9h-21h LUN. MER. VEN."|"ST-JF"
"\P 09h-17h LUN. MER. JEU."|"ST-JJ"
"\P 09h-18h LUN. MER. VEN."|"ST-JN"
"\P 09h-17h LUN. MER. VEN."|"ST-JU"
"\P 0h-7h LUNDI MARDI MERCREDI"|"ST-NA"
"\P 08h-17h JEUDI AU SAMEDI"|"ST-OA"
"\P 08h-17h LUNDI ET JEUDI"|"ST-OB"
"\P 08h-17h MARDI, MERCREDI ET VENDREDI"|"ST-OC"
"\P 7h-19h LUN. MER. VEN."|"ST-ON"
"\P 07h-16h LUN ET MER ET JEU"|"ST-OO"
"\P 13h-16h LUN. MER. JEU."|"ST-PC"
"\P 17h-18h LUN. MER. VEN. 1 MARS AU 1 DEC."|"ST-PG"
"\P 20h-21h LUN. MER. VEN. 1 MARS AU 1 DEC."|"ST-PH"
"\P 22h-23h LUN. MER. VEN. 1 MARS AU 1 DEC."|"ST-PJ"
"\P 14h-16h LUNDI MERCREDI JEUDI"|"ST-PL"
"\P 13h-14h MAR. MER. JEU."|"ST-PP"
"\P 08h30-11h30 LUNDI 1 MARS AU 1 DEC."|"SU-AB"
"\P 08h30-11h30 LUNDI 1AVRIL AU 1DEC."|"SU-AB-A"
"\P 08h30-11h30 MARDI 1 AVRIL AU 1 DEC."|"SU-AC-A"
"\P 08h-11h MER. 1 AVRIL AU 1 DEC."|"SU-AD-A"
"\P 08h30-11h30 MER. 1 AVRIL AU 1 DEC."|"SU-AE-A"
"\P 09h-11h MER. 1 AVRIL AU 1 DEC."|"SU-AF-A"
"\P 08h-11h JEU. 1 AVRIL AU 1 DEC."|"SU-AH-A"
"\P 08h30-11h30 JEU. 1 MARS AU 1 DEC."|"SU-AI"
"\P 08h30-11h30 JEU. 1 AVRIL AU 1 DEC."|"SU-AI-A"
"\P 08h-11h VEN. 1 AVRIL AU 1 DEC."|"SU-AJ-A"
"\P 08h30-11h30 VEN. 1 AVRIL AU 1 DEC."|"SU-AK-A"
"\P 07h30-10h30 MER. 1 AVRIL AU 1 DEC."|"SU-AL-A"
"\P 07h-10h VEN. 1 AVRIL AU 1 DEC."|"SU-AM-A"
"\P 07h-09h MARDI 1 AVRIL AU 1 DEC."|"SU-AN-A"
"\P 07h30-09h MARDI 1 AVRIL AU 1 DEC."|"SU-AO-A"
"\P 07h30-09h JEUDI 1 AVRIL AU 1 DEC."|"SU-AP-A"
"\P 07h30-09h LUNDI 1 AVRIL AU 1 DEC."|"SU-AQ-A"
"\P 07h30-09h MERCREDI 1 MARS AU 1 DEC."|"SU-AR"
"\P 07h30-09h MERCREDI 1 AVRIL AU 1 DEC."|"SU-AR-A"
"\P 08h-11h LUN. 1 AVRIL AU 1 DEC."|"SU-AS-A"
"\P 09h-11h LUNDI 1 AVRIL AU 1 DEC."|"SU-AT-A"
"\P 10h-12h LUNDI 1 AVRIL AU 1 DEC."|"SU-AU-A"
"\P 09h-11h MARDI 1 AVRIL AU 1 DEC."|"SU-AV-A"
"\P 10h-12h MARDI 1 AVRIL AU 1 DEC."|"SU-AW-A"
"\P 10h-12h MERCREDI 1 AVRIL AU 1 DEC."|"SU-AX-A"
"\P 09h-11h JEUDI 1 AVRIL AU 1 DEC."|"SU-AY-A"
"\P 10h-12h JEUDI 1 AVRIL AU 1 DEC."|"SU-AZ-A"
"\P 06h30-07h30 MERCREDI 1 AVRIL AU 1 DEC."|"SU-BA-A"
"\P 06h-07h MERCREDI 1 AVRIL AU 1 DEC."|"SU-BF-A"
"\P 08h-09h DIMANCHE 1 AVRIL AU 1 DEC."|"SU-BK-A"
"\P 08h-09h SAMEDI 1 AVRIL AU 1 DEC."|"SU-BL-A"
"\P 08h-09h JEU. 1 MARS AU 1 DEC."|"SU-JA"
"\P 08h-09h JEU. 1 AVRIL AU 1 DEC."|"SU-JA-A"
"\P 08h30-09h30 JEU. 1 MARS AU 1 DEC."|"SU-JB"
"\P 08h30-09h30 JEU. 1 AVRIL AU 1 DEC."|"SU-JB-A"
"\P 09h-10h JEU. 1 MARS AU 1 DEC."|"SU-JC"
"\P 09h-10h JEU. 1 AVRIL AU 1 DEC."|"SU-JC-A"
"\P 09h30-10h30 JEU. 1 MARS AU 1 DEC."|"SU-JD"
"\P 09h30-10h30 JEU. 1 AVRIL AU 1 DEC."|"SU-JD-A"
"\P 09h30-10h30 JEU. 1 AVRIL AU 1 DEC."|"SU-JD-A+F"
"\P 10h-11h JEU. 1 MARS AU 1 DEC."|"SU-JE"
"\P 10h-11h JEU. 1 AVRIL AU 1 DEC."|"SU-JE-A"
"\P 10h-11h JEU. 1 AVRIL AU 1 DEC."|"SU-JE-A+F"
"\P 10h30-11h30 JEU. 1 MARS AU 1 DEC."|"SU-JF"
"\P 10h30-11h30 JEU. 1 AVRIL AU 1 DEC."|"SU-JF-A"
"\P 10h30-11h30 JEU. 1 AVRIL AU 1 DEC."|"SU-JF-A+F"
"\P 11h-12h JEU. 1 MARS AU 1 DEC."|"SU-JG"
"\P 09h-19h SAM."|"SU-JI"
"\P 12h-13h JEU. 1 MARS AU 1 DEC."|"SU-JJ"
"\P 12h-13h JEU. 1 AVRIL AU 1 DEC."|"SU-JJ-A"
"\P 12h30-13h30 JEU. 1 MARS AU 1 DEC."|"SU-JK"
"\P 12h30-13h30 JEU. 1 AVRIL AU 1 DEC."|"SU-JK-A"
"\P 13h-14h JEU. 1 MARS AU 1 DEC."|"SU-JL"
"\P 13h-14h JEU. 1 AVRIL AU 1 DEC."|"SU-JL-A"
"\P 13h-14h JEU. 1 AVRIL AU 1 DEC."|"SU-JL-A+F"
"\P 13h30-14h30 JEU. 1 MARS AU 1 DEC."|"SU-JM"
"\P 13h30-14h30 JEU. 1 AVRIL AU 1 DEC."|"SU-JM-A"
"\P 13h30-14h30 JEU. 1 AVRIL AU 1 DEC."|"SU-JM-A+F"
"\P 14h-15h JEU. 1 MARS AU 1 DEC."|"SU-JN"
"\P 14h-15h JEU. 1 AVRIL AU 1 DEC."|"SU-JN-A"
"\P 14h-15h JEU. 1 AVRIL AU 1 DEC."|"SU-JN-A+F"
"\P 14h30-15h30 JEU. 1 MARS AU 1 DEC."|"SU-JO"
"\P 14h30-15h30 JEU. 1 AVRIL AU 1 DEC."|"SU-JO-A"
"\P 15h-16h JEU. 1 MARS AU 1 DEC."|"SU-JP"
"\P 15h30-16h30 JEU. 1 MARS AU 1 DEC."|"SU-JQ"
"\P 07h-08h JEU. 1 MARS AU 1 DEC."|"SU-JS"
"\P 07h-08h JEU. 1 AVRIL AU 1 DEC."|"SU-JS-A"
"\P 07h30-08h30 JEU. 1 MARS AU 1 DEC."|"SU-JT"
"\P 07h30-08h30 JEU. 1 AVRIL AU 1 DEC."|"SU-JT-A"
"\P 09h-17h JEU."|"SU-JU"
"\P 09h-17h MER."|"SU-JV"
"\P 09h-17h LUNDI 1 AVRIL AU 1 DEC."|"SU-JX-A"
"\P 09h-17h MERCREDI 1 AVRIL AU 1 DEC."|"SU-JY-A"
"\P 08h-18h LUNDI"|"SU-JZ"
"\P 08h-09h LUN. 1 MARS AU 1 DEC."|"SU-LA"
"\P 08h-09h LUN. 1 AVRIL AU 1 DEC."|"SU-LA-A"
"\P 08h30-09h30 LUN. 1 MARS AU 1 DEC."|"SU-LB"
"\P 08h30-09h30 LUN. 1 AVRIL AU 1 DEC."|"SU-LB-A"
"\P 09h-10h LUN. 1 MARS AU 1 DEC."|"SU-LC"
"\P 09h-10h LUN. 1 AVRIL AU 1 DEC."|"SU-LC-A"
"\P 09h30-10h30 LUN. 1 MARS AU 1 DEC."|"SU-LD"
"\P 09h30-10h30 LUN. 1 AVRIL AU 1 DEC."|"SU-LD-A"
"\P 09h30-10h30 LUN. 1 AVRIL AU 1 DEC."|"SU-LD-A+F"
"\P 10h-11h LUN. 1 MARS AU 1 DEC."|"SU-LE"
